brand,year,age_years,mileage_km,fuel_type,transmission,body_type,condition,color,num_owners,accident_history,service_records,engine_size_L,horsepower,battery_range_km,battery_health_pct,charging_speed_kw,ev_incentive_2026_usd,is_ev,price_usd
Kia,2015,11,237500,Petrol,CVT,Hatchback,Poor,Brown,3,0,1,5.0,171,,,,0,0,2000.0
Ford,2025,1,253839,Diesel,Automatic,Truck,Excellent,Brown,5,0,1,4.0,459,,,,0,0,2000.0
Toyota,2013,13,195577,Petrol,Automatic,Hatchback,Good,Black,5,0,0,1.6,307,,,,0,0,2000.0
Ford,2017,9,335925,Petrol,Automatic,Sedan,Excellent,White,1,0,1,2.5,506,,,,0,0,2000.0
Lucid,2012,14,224130,EV,Automatic,Hatchback,Good,Silver,1,0,1,,1080,457.0,64.62181215245118,100.0,7500,1,119750.48
Hyundai,2021,5,92269,Hybrid,Automatic,Sedan,Good,Silver,3,0,1,2.0,439,,,,0,0,9864.52
Kia,2012,14,204444,EV,Automatic,Coupe,Excellent,Gray,5,0,1,,497,231.0,83.55052671424002,150.0,5000,1,2000.0
Ford,2012,14,298929,Petrol,Automatic,Sedan,Good,Blue,2,0,1,1.5,544,,,,0,0,2000.0
Kia,2017,9,68844,EV,Automatic,SUV,Good,Green,1,0,0,,587,279.0,73.78469039477824,100.0,3500,1,26404.46
Toyota,2013,13,350000,Petrol,Automatic,SUV,Fair,Blue,3,0,1,5.0,455,,,,0,0,2000.0
Mercedes,2010,16,289793,EV,Automatic,Van,Fair,Silver,1,0,0,,436,274.0,65.99252355158423,11.0,7500,1,34371.61
Hyundai,2011,15,255614,EV,Automatic,Coupe,Poor,Black,1,1,1,,532,615.0,80.71055729747222,150.0,0,1,21225.22
Honda,2022,4,74843,Petrol,CVT,SUV,Excellent,Gray,3,0,0,3.0,395,,,,0,0,2940.15
Nissan,2023,3,96493,Petrol,Automatic,SUV,Good,Brown,2,1,1,2.0,164,,,,0,0,2000.0
Ford,2019,7,123746,Hybrid,Manual,SUV,Good,Green,2,1,0,4.0,259,,,,0,0,3119.92
Hyundai,2022,4,170396,Petrol,Manual,Van,Fair,Green,2,0,1,1.4,419,,,,0,0,3048.45
Audi,2022,4,62068,Diesel,Automatic,Sedan,Excellent,Green,3,0,0,1.5,537,,,,0,0,22222.44
Hyundai,2023,3,51490,Petrol,Automatic,Van,Good,White,2,0,1,1.6,277,,,,0,0,6642.41
Honda,2011,15,212231,Hybrid,Automatic,Hatchback,Excellent,Green,4,0,1,2.0,155,,,,0,0,2000.0
Toyota,2023,3,175820,Petrol,Automatic,Sedan,Good,Blue,2,0,1,1.0,544,,,,0,0,16712.95
Rivian,2012,14,126664,EV,Automatic,SUV,Good,Silver,2,0,1,,686,576.0,78.7874282169762,50.0,5000,1,59134.85
Ford,2015,11,122127,Petrol,Manual,Coupe,Good,Green,1,0,1,3.0,304,,,,0,0,2000.0
Nissan,2017,9,82535,EV,Automatic,Coupe,Good,Brown,1,0,1,,781,592.0,75.16459768957202,250.0,5000,1,23974.8
Subaru,2025,1,82784,Diesel,CVT,Sedan,Fair,Blue,2,0,1,5.0,191,,,,0,0,30969.55
Ford,2021,5,188200,Diesel,Automatic,Truck,Good,Red,1,0,0,1.5,98,,,,0,0,6349.59
Ford,2010,16,328059,Diesel,Automatic,Truck,Good,Black,3,1,1,5.0,335,,,,0,0,2000.0
Hyundai,2018,8,120738,Diesel,Automatic,Sedan,Fair,Black,2,0,1,1.4,212,,,,0,0,3935.63
Polestar,2010,16,158203,EV,Automatic,SUV,Excellent,Brown,1,0,1,,214,386.0,82.18599683348195,50.0,0,1,43744.2
Lucid,2019,7,149913,EV,Automatic,Van,Excellent,Blue,2,1,0,,607,524.0,82.84564402743597,22.0,0,1,96868.62
Tesla,2025,1,94149,EV,Automatic,Van,Good,Black,5,1,0,,643,500.0,98.18490113982783,100.0,3500,1,85167.35
Volkswagen,2011,15,309608,Petrol,Automatic,Truck,Excellent,White,4,0,1,3.0,172,,,,0,0,2000.0
Honda,2012,14,143715,Petrol,Manual,Truck,Good,White,2,0,0,2.0,436,,,,0,0,2000.0
Subaru,2016,10,286684,Petrol,Automatic,Hatchback,Good,Silver,2,1,1,2.0,109,,,,0,0,9066.55
Polestar,2018,8,162622,EV,Automatic,SUV,Good,Gray,1,0,1,,995,392.0,76.49928245347323,50.0,3500,1,79017.81
Honda,2012,14,315770,Diesel,Automatic,Sedan,Good,Black,1,0,1,1.0,155,,,,0,0,2000.0
BMW,2017,9,169317,Petrol,Automatic,Hatchback,Excellent,Red,3,0,0,1.5,542,,,,0,0,32130.52
Honda,2024,2,162416,Petrol,Manual,SUV,Excellent,Gray,2,0,1,5.0,340,,,,0,0,2000.0
Ford,2018,8,288337,Petrol,Automatic,Truck,Excellent,Brown,1,0,1,1.8,373,,,,0,0,2000.0
Nissan,2019,7,102884,Diesel,Automatic,SUV,Poor,Green,1,0,0,2.5,218,,,,0,0,2000.0
Mercedes,2016,10,114905,EV,Automatic,Sedan,Excellent,Blue,4,1,0,,767,245.0,72.12431921406073,11.0,5000,1,33633.06
Toyota,2013,13,349372,Petrol,CVT,SUV,Good,Green,4,1,1,1.0,364,,,,0,0,2000.0
Mercedes,2013,13,272480,Diesel,Automatic,SUV,Poor,Silver,2,0,1,3.5,349,,,,0,0,22069.06
Subaru,2013,13,246152,Petrol,Automatic,Sedan,Excellent,Black,1,1,1,1.5,297,,,,0,0,2000.0
Hyundai,2015,11,128480,Diesel,Automatic,SUV,Excellent,Red,3,0,0,2.5,153,,,,0,0,2000.0
Audi,2013,13,248703,Petrol,Automatic,Truck,Good,White,4,0,1,1.0,426,,,,0,0,2000.0
Honda,2014,12,205925,Hybrid,Automatic,SUV,Excellent,Blue,4,0,1,1.0,328,,,,0,0,2000.0
Subaru,2018,8,344575,Diesel,Automatic,SUV,Excellent,Green,1,0,1,5.0,187,,,,0,0,7627.18
Nissan,2021,5,233838,Hybrid,Automatic,SUV,Excellent,Brown,1,0,1,1.0,312,,,,0,0,2000.0
Ford,2016,10,247065,Petrol,CVT,Truck,Excellent,Green,5,1,1,1.6,312,,,,0,0,2000.0
Toyota,2017,9,112707,Petrol,Automatic,Convertible,Good,Brown,3,1,1,1.0,345,,,,0,0,2000.0
Toyota,2014,12,108553,Petrol,Automatic,SUV,Excellent,White,2,0,1,1.0,118,,,,0,0,2000.0
Honda,2014,12,277128,Petrol,Manual,Van,Good,Blue,2,0,1,3.5,139,,,,0,0,2000.0
Chevrolet,2022,4,179457,Hybrid,CVT,Convertible,Good,Red,1,0,1,3.0,175,,,,0,0,2000.0
Lucid,2020,6,116739,EV,Automatic,Truck,Good,Red,2,0,1,,667,267.0,85.26500722000807,100.0,5000,1,108600.28
Tesla,2016,10,196447,EV,Automatic,Truck,Poor,Green,1,0,1,,489,389.0,87.15940376901177,11.0,5000,1,54348.37
Nissan,2020,6,242378,Petrol,Manual,Sedan,Excellent,White,1,0,1,2.5,176,,,,0,0,2000.0
Tesla,2022,4,93613,EV,Automatic,Sedan,Excellent,Red,5,1,1,,565,208.0,89.93367133719468,350.0,7500,1,60336.3
Kia,2023,3,102501,Diesel,Manual,Convertible,Good,Brown,1,0,1,5.0,549,,,,0,0,18865.95
Kia,2021,5,282766,Hybrid,Automatic,Coupe,Excellent,White,1,1,1,3.5,452,,,,0,0,17655.4
Honda,2017,9,263400,Petrol,Automatic,Truck,Excellent,Brown,1,1,1,1.0,422,,,,0,0,2000.0
Mercedes,2018,8,283386,Petrol,CVT,Truck,Excellent,Silver,1,0,1,1.5,290,,,,0,0,2000.0
Hyundai,2024,2,158660,Petrol,Automatic,Truck,Excellent,Silver,1,0,0,2.0,486,,,,0,0,15817.21
Toyota,2023,3,230978,Diesel,Automatic,Truck,Excellent,Black,2,0,0,1.6,357,,,,0,0,15208.12
Mercedes,2011,15,150360,EV,Automatic,Sedan,Good,White,1,0,0,,904,522.0,80.76353995537742,350.0,3500,1,30290.28
Chevrolet,2012,14,149417,Diesel,Manual,Coupe,Excellent,Gray,1,0,1,1.8,301,,,,0,0,2000.0
Subaru,2021,5,138440,Petrol,CVT,SUV,Excellent,Blue,2,0,1,4.0,354,,,,0,0,11787.57
Tesla,2021,5,92664,EV,Automatic,Coupe,Fair,Red,2,1,0,,516,597.0,87.53951085793022,350.0,7500,1,82987.97
Nissan,2011,15,98633,Petrol,Automatic,SUV,Good,Brown,1,0,1,1.0,206,,,,0,0,2000.0
Audi,2019,7,132831,EV,Automatic,Truck,Excellent,Black,2,1,1,,599,427.0,91.67097258468128,150.0,7500,1,35416.85
Volkswagen,2016,10,284491,Hybrid,Manual,Coupe,Excellent,Brown,2,1,1,2.0,241,,,,0,0,2000.0
Hyundai,2021,5,153541,Hybrid,CVT,Truck,Excellent,Brown,2,0,1,5.0,459,,,,0,0,7732.07
Rivian,2011,15,161602,EV,Automatic,Truck,Excellent,Green,3,0,1,,756,443.0,66.52123912756696,22.0,3500,1,30500.94
Audi,2021,5,253803,Hybrid,Automatic,Sedan,Poor,Silver,2,1,1,4.0,83,,,,0,0,10669.86
Hyundai,2023,3,99862,Petrol,Automatic,SUV,Good,Blue,2,0,1,2.5,255,,,,0,0,16858.22
Hyundai,2024,2,238588,Diesel,Automatic,SUV,Good,Blue,1,0,0,4.0,124,,,,0,0,6501.63
Audi,2025,1,238987,Petrol,Manual,SUV,Poor,Red,2,0,0,1.6,347,,,,0,0,30242.23
Honda,2011,15,339364,Petrol,Automatic,Hatchback,Good,Green,1,0,0,3.0,171,,,,0,0,2000.0
Toyota,2023,3,134589,Petrol,Automatic,Sedan,Excellent,Silver,2,0,1,1.0,372,,,,0,0,7426.12
Toyota,2023,3,88739,Petrol,Automatic,SUV,Good,Black,1,0,1,1.8,466,,,,0,0,27969.84
Rivian,2011,15,166948,EV,Automatic,Coupe,Good,Gray,1,0,1,,828,333.0,73.57908161935671,11.0,0,1,54842.17
Ford,2024,2,154722,Diesel,Automatic,Hatchback,Good,Gray,2,0,1,5.0,300,,,,0,0,16009.78
Ford,2021,5,48707,Petrol,Automatic,Sedan,Fair,Silver,3,0,1,1.5,547,,,,0,0,5447.91
Kia,2025,1,165336,Hybrid,Automatic,Sedan,Poor,Blue,1,0,1,4.0,209,,,,0,0,6802.7
BMW,2022,4,128828,Hybrid,CVT,Coupe,Excellent,Silver,2,0,1,1.6,519,,,,0,0,51399.98
Tesla,2013,13,194343,EV,Automatic,Coupe,Excellent,Blue,1,0,1,,458,224.0,81.49650853021384,150.0,7500,1,12577.52
Honda,2010,16,350000,Petrol,Manual,Truck,Fair,White,2,1,1,1.8,381,,,,0,0,2000.0
Polestar,2011,15,118230,EV,Automatic,SUV,Fair,Green,4,0,1,,609,350.0,84.80669594998321,150.0,7500,1,44611.6
Nissan,2012,14,350000,Petrol,Manual,Hatchback,Excellent,Red,1,0,1,2.0,307,,,,0,0,2000.0
Nissan,2016,10,97768,EV,Automatic,SUV,Good,Blue,5,0,0,,705,429.0,74.08124065087985,150.0,5000,1,25059.57
Audi,2019,7,260601,Diesel,Automatic,Truck,Excellent,White,2,1,0,1.0,313,,,,0,0,22444.12
Volkswagen,2010,16,273067,Petrol,CVT,Van,Good,Blue,2,0,0,1.6,481,,,,0,0,2000.0
Honda,2015,11,272748,Petrol,Automatic,Sedan,Excellent,White,1,0,1,1.4,280,,,,0,0,2000.0
Toyota,2012,14,312188,Hybrid,Automatic,Sedan,Good,Brown,1,0,1,1.0,116,,,,0,0,2000.0
Toyota,2012,14,231548,Petrol,Automatic,Sedan,Excellent,Red,4,0,1,1.8,133,,,,0,0,2000.0
Chevrolet,2013,13,284770,Diesel,Automatic,SUV,Good,Black,1,1,1,5.0,360,,,,0,0,2000.0
Tesla,2022,4,100881,EV,Automatic,Truck,Excellent,Green,1,0,1,,449,569.0,93.81480769086453,100.0,3500,1,75563.58
Chevrolet,2013,13,192553,Diesel,Manual,SUV,Poor,Gray,3,1,1,3.0,184,,,,0,0,2000.0
Toyota,2016,10,150621,Petrol,Automatic,Truck,Excellent,White,3,0,0,1.4,418,,,,0,0,2000.0
Audi,2012,14,142054,EV,Automatic,SUV,Good,Blue,1,0,0,,528,595.0,84.7778978979768,350.0,7500,1,25808.87
Kia,2017,9,201510,Hybrid,Automatic,SUV,Good,White,4,0,1,1.5,232,,,,0,0,2000.0
Tesla,2017,9,112826,EV,Automatic,Convertible,Good,Blue,4,0,0,,1083,596.0,80.85413691217974,100.0,7500,1,74233.14
Kia,2020,6,193536,Hybrid,CVT,Sedan,Excellent,Gray,3,0,1,2.0,320,,,,0,0,11622.31
Ford,2025,1,231471,Petrol,Automatic,Truck,Excellent,Black,1,0,1,3.0,270,,,,0,0,2000.0
Nissan,2025,1,70308,Diesel,Manual,SUV,Fair,White,1,0,1,5.0,478,,,,0,0,13556.14
Chevrolet,2022,4,234889,Hybrid,Automatic,Truck,Good,Blue,1,0,0,1.8,381,,,,0,0,6980.61
Ford,2016,10,120808,Hybrid,Automatic,Truck,Excellent,Green,1,0,1,1.8,135,,,,0,0,2000.0
Ford,2011,15,182912,Diesel,CVT,Coupe,Poor,Gray,4,0,0,1.8,193,,,,0,0,2000.0
Hyundai,2014,12,162392,EV,Automatic,SUV,Good,Red,5,1,1,,763,259.0,75.75906831935553,150.0,3500,1,2000.0
Nissan,2015,11,163068,Diesel,Manual,Coupe,Good,Silver,1,0,0,1.4,189,,,,0,0,2000.0
Audi,2021,5,126941,Petrol,Automatic,Coupe,Poor,Red,1,1,1,1.5,527,,,,0,0,14879.82
Ford,2025,1,97709,Diesel,Automatic,Sedan,Good,Silver,1,1,1,1.6,483,,,,0,0,11106.86
Nissan,2019,7,84809,EV,Automatic,Van,Good,White,1,0,1,,203,372.0,89.41010970881156,50.0,5000,1,12780.19
Hyundai,2013,13,205209,EV,Automatic,Coupe,Excellent,Red,2,0,1,,947,459.0,86.65257106297835,250.0,0,1,2000.0
Tesla,2025,1,11199,EV,Automatic,Sedan,Good,Red,1,0,1,,557,525.0,97.20295180711331,100.0,7500,1,119509.13
Tesla,2022,4,65053,EV,Automatic,Hatchback,Good,Red,2,1,0,,911,372.0,94.91957418632806,150.0,5000,1,76393.97
Ford,2019,7,66896,Petrol,CVT,Sedan,Good,Gray,2,0,1,4.0,181,,,,0,0,2483.02
Hyundai,2014,12,340369,Petrol,Automatic,Truck,Excellent,Red,1,0,1,2.5,440,,,,0,0,2000.0
Mercedes,2023,3,188142,Hybrid,Automatic,SUV,Excellent,White,3,0,0,3.0,104,,,,0,0,47782.94
Subaru,2018,8,244347,Diesel,Automatic,Truck,Poor,Blue,4,0,1,1.4,272,,,,0,0,2000.0
Tesla,2020,6,127984,EV,Automatic,Hatchback,Fair,Blue,1,0,1,,958,606.0,86.1136061591123,150.0,7500,1,84706.17
Tesla,2016,10,172666,EV,Automatic,Hatchback,Good,Silver,2,0,0,,742,615.0,76.26154676157049,22.0,7500,1,36863.93
Chevrolet,2011,15,165260,Diesel,Automatic,Coupe,Good,Blue,2,1,0,2.5,335,,,,0,0,2000.0
Lucid,2020,6,101495,EV,Automatic,Hatchback,Excellent,Red,1,0,1,,259,420.0,89.90879996772803,100.0,3500,1,60145.5
Nissan,2010,16,320723,Petrol,CVT,SUV,Good,Blue,1,1,1,1.5,464,,,,0,0,2000.0
Tesla,2011,15,199470,EV,Automatic,Hatchback,Excellent,White,2,0,1,,1007,412.0,76.89329967859342,22.0,5000,1,64479.75
Kia,2012,14,142704,EV,Automatic,SUV,Good,Silver,2,0,0,,654,408.0,62.632837566647666,100.0,5000,1,2000.0
Chevrolet,2020,6,326208,Petrol,Manual,Sedan,Poor,Black,3,0,1,2.5,351,,,,0,0,2000.0
Tesla,2011,15,205392,EV,Automatic,Hatchback,Fair,Green,1,0,1,,908,575.0,77.69779521876647,150.0,7500,1,50156.24
Ford,2020,6,181644,Petrol,Automatic,SUV,Poor,Blue,1,0,1,3.0,318,,,,0,0,6812.83
Tesla,2012,14,219960,EV,Automatic,Truck,Fair,Silver,3,0,0,,1038,406.0,69.73647998645214,250.0,7500,1,73277.42
Ford,2019,7,153969,Petrol,Automatic,Truck,Excellent,Brown,1,1,1,5.0,468,,,,0,0,2000.0
Lucid,2024,2,40303,EV,Automatic,Sedan,Excellent,Brown,2,0,1,,637,352.0,97.86204965427213,100.0,5000,1,153643.68
BMW,2020,6,213062,Diesel,Automatic,SUV,Good,Green,1,0,1,1.4,549,,,,0,0,46784.91
Polestar,2020,6,50762,EV,Automatic,SUV,Good,Red,1,0,1,,534,649.0,82.57271300762346,150.0,7500,1,86155.13
Chevrolet,2024,2,78231,EV,Automatic,Coupe,Good,Black,1,1,0,,376,315.0,95.74960548864878,11.0,3500,1,23372.96
Hyundai,2021,5,179207,Hybrid,Automatic,Truck,Excellent,Black,1,0,1,1.0,158,,,,0,0,6024.91
Chevrolet,2023,3,65028,EV,Automatic,Convertible,Good,Red,1,0,1,,901,450.0,94.84260960397185,100.0,3500,1,39261.73
Honda,2021,5,202557,Diesel,CVT,Coupe,Excellent,Silver,4,0,1,3.5,424,,,,0,0,2000.0
Mercedes,2025,1,139608,Petrol,CVT,Sedan,Good,White,1,0,1,3.5,475,,,,0,0,64776.13
Toyota,2018,8,241189,Petrol,Automatic,SUV,Excellent,Silver,3,1,1,1.6,169,,,,0,0,2000.0
Hyundai,2013,13,127972,EV,Automatic,Sedan,Excellent,Black,1,0,1,,316,527.0,63.10148618562636,250.0,7500,1,31051.01
Tesla,2021,5,139616,EV,Automatic,Hatchback,Good,Black,1,0,1,,272,279.0,93.24041261942179,350.0,7500,1,51167.83
Volkswagen,2018,8,115149,EV,Automatic,Hatchback,Good,Black,2,0,1,,346,206.0,80.07178780250372,150.0,0,1,17312.43
Ford,2020,6,235037,Petrol,Automatic,Van,Good,Brown,1,0,0,5.0,523,,,,0,0,2000.0
Honda,2012,14,154273,Petrol,Automatic,Truck,Excellent,Red,1,0,0,1.4,409,,,,0,0,2000.0
Audi,2021,5,167500,Hybrid,Automatic,SUV,Good,Silver,5,1,0,1.8,319,,,,0,0,27077.04
Lucid,2010,16,102327,EV,Automatic,Hatchback,Excellent,Green,3,0,0,,811,586.0,60.0,150.0,3500,1,116451.02
Kia,2020,6,209861,Hybrid,Automatic,SUV,Poor,Blue,3,0,1,1.4,478,,,,0,0,2771.63
Audi,2014,12,146262,Diesel,Automatic,SUV,Fair,Brown,2,0,0,1.4,84,,,,0,0,2000.0
Chevrolet,2019,7,167322,Petrol,Automatic,Sedan,Good,Black,2,0,1,3.5,239,,,,0,0,2000.0
Toyota,2019,7,220763,Petrol,Automatic,Truck,Good,Silver,4,0,1,4.0,175,,,,0,0,2000.0
Subaru,2023,3,162919,Hybrid,Automatic,SUV,Excellent,White,1,0,1,3.0,485,,,,0,0,25659.74
Hyundai,2011,15,297044,Hybrid,Automatic,Truck,Fair,Blue,1,0,1,4.0,357,,,,0,0,2000.0
Ford,2013,13,241271,Petrol,Manual,Convertible,Good,Gray,3,1,1,4.0,91,,,,0,0,2000.0
Chevrolet,2011,15,184875,EV,Automatic,Sedan,Excellent,White,1,0,1,,991,470.0,61.23987076976693,11.0,7500,1,23344.17
Honda,2011,15,181301,Hybrid,Automatic,Sedan,Good,Blue,4,0,1,3.0,410,,,,0,0,2000.0
Polestar,2022,4,113058,EV,Automatic,Truck,Fair,Red,3,0,0,,826,395.0,92.78887583872552,250.0,5000,1,88776.61
Honda,2012,14,278250,Diesel,Manual,Convertible,Good,Brown,2,1,0,1.6,314,,,,0,0,2000.0
Hyundai,2014,12,324102,Diesel,Automatic,SUV,Excellent,White,2,0,0,4.0,188,,,,0,0,2000.0
Ford,2013,13,165003,Hybrid,Automatic,SUV,Good,Gray,2,0,1,1.5,287,,,,0,0,2000.0
Kia,2011,15,198801,Hybrid,Manual,Sedan,Good,Black,2,1,0,1.4,95,,,,0,0,2000.0
Volkswagen,2024,2,29349,Diesel,Manual,SUV,Good,White,1,1,1,4.0,528,,,,0,0,38598.7
Kia,2020,6,134271,EV,Automatic,Sedan,Good,White,3,0,1,,838,296.0,85.29992274276216,50.0,5000,1,22699.14
Hyundai,2023,3,170749,Petrol,Automatic,Sedan,Fair,Green,2,0,1,3.0,294,,,,0,0,2000.0
Rivian,2023,3,67682,EV,Automatic,SUV,Excellent,Red,3,0,0,,436,588.0,96.52832113260379,50.0,7500,1,78811.81
Toyota,2025,1,106926,Diesel,Automatic,Van,Excellent,Red,1,0,0,2.5,194,,,,0,0,12863.95
BMW,2025,1,179294,Diesel,Automatic,Truck,Excellent,Blue,1,1,1,1.8,205,,,,0,0,29120.21
Ford,2019,7,157315,Petrol,Manual,SUV,Excellent,Red,3,0,0,4.0,516,,,,0,0,8473.34
Subaru,2011,15,202930,Petrol,Manual,Truck,Good,Silver,2,1,1,3.5,307,,,,0,0,2000.0
Mercedes,2023,3,100270,Hybrid,Manual,Sedan,Good,Blue,2,1,1,3.0,308,,,,0,0,25011.56
Kia,2015,11,296607,Diesel,Manual,Truck,Good,Silver,1,0,1,3.0,466,,,,0,0,2000.0
Kia,2016,10,252334,Diesel,Automatic,Van,Good,Gray,2,0,0,1.0,450,,,,0,0,2000.0
Ford,2021,5,93801,Petrol,CVT,Van,Good,Blue,3,0,0,1.8,476,,,,0,0,6996.95
Ford,2019,7,298440,Diesel,CVT,Truck,Poor,Brown,1,0,0,3.5,427,,,,0,0,2000.0
Ford,2015,11,248043,Petrol,Automatic,Hatchback,Excellent,Red,1,0,1,5.0,393,,,,0,0,2000.0
Audi,2016,10,95132,Petrol,Automatic,SUV,Excellent,White,2,0,0,3.0,124,,,,0,0,15836.68
Ford,2010,16,350000,Diesel,Automatic,Hatchback,Poor,Gray,1,0,0,1.0,103,,,,0,0,2000.0
Toyota,2015,11,133198,Petrol,Manual,SUV,Poor,Blue,4,0,1,3.5,514,,,,0,0,2629.68
Rivian,2020,6,114458,EV,Automatic,Coupe,Fair,Brown,2,0,0,,431,579.0,82.77125807311276,50.0,7500,1,71308.51
Polestar,2012,14,216796,EV,Automatic,Van,Excellent,Black,1,0,0,,855,259.0,66.34140756624947,250.0,5000,1,46221.53
Mercedes,2010,16,294558,Petrol,Automatic,Truck,Fair,Gray,1,0,1,1.8,84,,,,0,0,27420.51
BMW,2017,9,197685,Hybrid,CVT,SUV,Excellent,Green,1,1,0,4.0,160,,,,0,0,17833.79
Toyota,2013,13,106467,Petrol,Manual,Truck,Excellent,Black,2,0,0,1.0,257,,,,0,0,2000.0
Kia,2025,1,226398,Petrol,Manual,Sedan,Excellent,Blue,1,0,1,3.0,539,,,,0,0,2000.0
Nissan,2019,7,199594,Hybrid,Manual,SUV,Good,Blue,2,1,0,5.0,454,,,,0,0,2000.0
Honda,2017,9,164917,Diesel,Automatic,Hatchback,Good,Blue,1,0,1,1.4,256,,,,0,0,18521.94
Honda,2019,7,209058,Petrol,Automatic,Coupe,Excellent,Silver,2,0,1,2.0,481,,,,0,0,10361.25
Volkswagen,2023,3,81023,Diesel,Automatic,Sedan,Good,Gray,2,0,0,1.4,368,,,,0,0,19038.2
Hyundai,2020,6,97894,EV,Automatic,Truck,Good,Gray,3,0,1,,445,216.0,85.97686583845983,100.0,7500,1,3668.73
Toyota,2013,13,276957,Petrol,Manual,Sedan,Poor,Red,4,0,0,1.0,494,,,,0,0,2000.0
Hyundai,2013,13,125965,Hybrid,Automatic,Sedan,Excellent,Black,2,0,1,2.0,241,,,,0,0,2000.0
BMW,2021,5,140714,Diesel,Automatic,SUV,Good,Red,1,1,0,1.8,429,,,,0,0,42793.73
Mercedes,2023,3,89089,EV,Automatic,Coupe,Excellent,Red,2,0,1,,362,292.0,94.90668903980689,100.0,7500,1,66530.63
Volkswagen,2019,7,283385,Petrol,CVT,SUV,Excellent,Black,4,0,0,1.6,537,,,,0,0,2000.0
Nissan,2013,13,305387,Petrol,Automatic,SUV,Good,Brown,1,0,1,3.5,110,,,,0,0,2000.0
Audi,2015,11,339442,Hybrid,Automatic,Convertible,Excellent,Red,1,1,0,5.0,434,,,,0,0,3074.61
Polestar,2023,3,35541,EV,Automatic,Truck,Poor,Black,3,1,1,,636,416.0,96.81141905409869,22.0,5000,1,52985.8
Audi,2018,8,302875,Diesel,Automatic,Sedan,Excellent,Brown,3,0,1,4.0,362,,,,0,0,39690.58
Volkswagen,2014,12,290377,Diesel,CVT,Sedan,Poor,Gray,4,1,1,2.5,266,,,,0,0,2000.0
Tesla,2025,1,38079,EV,Automatic,Sedan,Excellent,Red,1,0,0,,1038,457.0,97.16550135836172,150.0,0,1,51536.71
Rivian,2021,5,68360,EV,Automatic,Truck,Good,Black,4,0,0,,680,500.0,86.90161258878635,150.0,3500,1,100465.05
Rivian,2022,4,93181,EV,Automatic,Hatchback,Fair,White,1,1,1,,1070,318.0,90.97124058045597,50.0,0,1,69454.09
Toyota,2019,7,94672,Petrol,Automatic,Hatchback,Good,Red,1,0,1,1.6,155,,,,0,0,11991.34
Lucid,2023,3,37904,EV,Automatic,Van,Good,Blue,4,1,0,,891,621.0,93.90958889361062,100.0,5000,1,109264.96
Nissan,2024,2,73546,EV,Automatic,Sedan,Excellent,Brown,4,1,1,,1001,333.0,97.27935946791747,11.0,0,1,36389.82
Volkswagen,2017,9,142040,Hybrid,Automatic,Truck,Good,Red,1,0,0,1.0,333,,,,0,0,7230.68
Ford,2017,9,350000,Petrol,Automatic,Van,Excellent,Black,1,0,0,1.0,433,,,,0,0,2996.65
Nissan,2013,13,170234,Diesel,Manual,Van,Excellent,White,1,0,1,1.6,387,,,,0,0,2000.0
Nissan,2024,2,255068,Diesel,Manual,SUV,Fair,Black,1,0,1,5.0,520,,,,0,0,6587.76
Ford,2020,6,310713,Hybrid,Automatic,SUV,Good,Green,2,1,1,3.5,166,,,,0,0,6504.27
Polestar,2019,7,120052,EV,Automatic,Sedan,Fair,Red,2,0,1,,315,389.0,91.61344645937234,250.0,3500,1,47449.21
Toyota,2018,8,244083,Petrol,Manual,SUV,Good,Blue,1,1,0,1.5,546,,,,0,0,2000.0
Honda,2018,8,185210,Petrol,Automatic,Convertible,Excellent,White,5,0,1,2.5,202,,,,0,0,9802.19
Chevrolet,2014,12,70085,EV,Automatic,Truck,Poor,Blue,5,0,1,,790,251.0,65.44394980364022,11.0,0,1,13705.76
Chevrolet,2015,11,203742,Hybrid,Automatic,Convertible,Poor,Brown,2,0,1,5.0,270,,,,0,0,2000.0
Hyundai,2014,12,188438,Hybrid,Manual,Sedan,Fair,Red,2,0,1,2.0,334,,,,0,0,2000.0
Toyota,2012,14,232814,Petrol,CVT,Convertible,Good,Green,1,0,1,1.0,291,,,,0,0,2000.0
Polestar,2020,6,113222,EV,Automatic,SUV,Good,Silver,2,0,1,,394,490.0,93.66341846056892,50.0,3500,1,69856.41
Toyota,2017,9,149240,Petrol,CVT,Sedan,Fair,Brown,2,0,0,3.0,412,,,,0,0,4743.01
Honda,2018,8,341910,Petrol,Manual,Sedan,Good,Red,2,1,1,1.8,363,,,,0,0,2000.0
Toyota,2024,2,208585,Hybrid,Manual,SUV,Good,Blue,4,1,1,3.0,359,,,,0,0,2088.26
Chevrolet,2013,13,218411,Diesel,Automatic,SUV,Good,Gray,1,0,1,1.0,333,,,,0,0,2000.0
Lucid,2018,8,130787,EV,Automatic,Sedan,Excellent,Blue,1,0,1,,911,275.0,88.3586820822278,22.0,5000,1,100564.05
Hyundai,2018,8,328178,Petrol,Manual,Hatchback,Fair,Silver,2,0,0,3.5,549,,,,0,0,2000.0
Nissan,2016,10,350000,Diesel,Automatic,SUV,Good,Black,1,0,0,4.0,247,,,,0,0,2000.0
Toyota,2025,1,174627,Petrol,Automatic,SUV,Good,Green,2,0,1,1.8,282,,,,0,0,11732.33
Chevrolet,2017,9,302862,Diesel,Automatic,SUV,Excellent,Gray,1,0,0,4.0,471,,,,0,0,2000.0
